event_id,batch,context,model,persona,intervention,query,document,lexical_overlap,ambiguity,boundary_distance,reference_label,judge_label,disagreement,semantic_cluster
sim-000000,0,policy,lenient_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 0,candidate near a protected tier boundary; overlap 8; frame 0,0.8630060313736592,0.5388884629953343,0.15562888430645816,0,0,0,0
sim-002752,11,policy,policy_brittle_judge,accessibility_focused,label,apply a strict priority-tier policy; case 14,candidate near a protected tier boundary; overlap 5; frame 16,0.5572078042532448,0.44443016025605864,0.3533369087379728,0,1,1,6
sim-002753,11,routine,lenient_judge,efficiency_focused,explanation,find a routine service option; case 15,standard service details and operating hours; overlap 6; frame 17,0.6316849450541021,0.09032191756228215,0.5480694973608261,0,0,0,1
sim-002754,11,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 16,candidate near a protected tier boundary; overlap 2; frame 18,0.22159740530152067,0.9016671690948747,0.09589495021952887,1,0,1,6
sim-002755,11,policy,lenient_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 17,candidate near a protected tier boundary; overlap 3; frame 0,0.3140906656233307,0.7564524492273645,0.37438875660549836,1,0,1,6
sim-002756,11,definition,lenient_judge,efficiency_focused,explanation,define the requested technical term; case 18,descriptive definition with applied examples; overlap 6; frame 1,0.6190995092649701,0.4838265406936043,0.6804421422446101,1,1,0,7
sim-002757,11,policy,cautious_judge,neutral,independent_first,apply a strict priority-tier policy; case 19,candidate near a protected tier boundary; overlap 5; frame 2,0.5803150552119015,0.4471263684492826,0.5419373766321334,0,0,0,6
sim-002758,11,routine,cautious_judge,neutral,independent_first,find a routine service option; case 20,standard service details and operating hours; overlap 3; frame 3,0.3251120282631599,0.3096539150650536,0.841255928419747,1,1,0,5
sim-002759,11,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 21,descriptive definition with applied examples; overlap 7; frame 4,0.7823633841521086,0.4408911810102689,0.7720801205112822,0,0,0,7
sim-002760,11,routine,lenient_judge,efficiency_focused,explanation,find a routine service option; case 22,standard service details and operating hours; overlap 8; frame 5,0.8599215603012826,0.07091032980858926,0.4668452916904858,0,0,0,5
sim-002761,11,policy,policy_brittle_judge,neutral,independent_first,apply a strict priority-tier policy; case 23,candidate near a protected tier boundary; overlap 5; frame 6,0.5228965481075362,0.43985269909168034,0.17029999483838726,0,1,1,6
sim-002762,11,policy,cautious_judge,neutral,explanation,apply a strict priority-tier policy; case 24,candidate near a protected tier boundary; overlap 8; frame 7,0.8793560271044539,0.7438483329975201,0.2535082416035102,1,0,1,6
sim-002763,11,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 25,candidate near a protected tier boundary; overlap 6; frame 8,0.6505240238717821,0.7165289244858243,0.15212155673228436,1,1,0,6
sim-002764,11,routine,cautious_judge,accessibility_focused,independent_first,find a routine service option; case 26,standard service details and operating hours; overlap 3; frame 9,0.33872245110566274,0.2939810982398018,0.9798540233038618,1,1,0,5
sim-002765,11,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 27,candidate near a protected tier boundary; overlap 8; frame 10,0.8894825826552001,0.6375325312624189,0.43904794614268916,1,0,1,6
sim-002766,11,definition,lenient_judge,efficiency_focused,explanation,define the requested technical term; case 28,descriptive definition with applied examples; overlap 3; frame 11,0.31275770552012305,0.32681864793008547,0.4643721418336155,0,0,0,7
sim-002767,11,definition,lenient_judge,neutral,explanation,define the requested technical term; case 29,descriptive definition with applied examples; overlap 7; frame 12,0.7830775936627601,0.5436062789156415,0.9732954691727341,1,1,0,7
sim-002768,11,ambiguous,policy_brittle_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 30,contextual passage using an alternate sense; overlap 7; frame 13,0.7369016710101897,0.8093989293841085,0.4544004378055573,1,1,0,3
sim-002769,11,routine,cautious_judge,neutral,label,find a routine service option; case 31,standard service details and operating hours; overlap 2; frame 14,0.2812737022125477,0.0,0.582079304165193,0,0,0,5
sim-002770,11,routine,lenient_judge,efficiency_focused,explanation,find a routine service option; case 32,standard service details and operating hours; overlap 7; frame 15,0.7851827784466674,0.07820810636976024,0.9513145374460265,1,1,0,1
sim-002771,11,routine,lenient_judge,neutral,independent_first,find a routine service option; case 33,standard service details and operating hours; overlap 9; frame 16,0.9288550906095349,0.3596730525781999,0.2946295814710608,0,0,0,5
sim-002772,11,policy,cautious_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 34,candidate near a protected tier boundary; overlap 4; frame 17,0.408218184730546,0.35426239415774485,0.35008362187517306,1,1,0,6
sim-002773,11,definition,policy_brittle_judge,neutral,label,define the requested technical term; case 35,descriptive definition with applied examples; overlap 1; frame 18,0.11898019634070563,0.1664224729883073,0.7082498236882317,0,0,0,7
sim-002774,11,policy,lenient_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 36,candidate near a protected tier boundary; overlap 3; frame 0,0.38855702510542234,0.2800481973655321,0.3170297271815883,1,1,0,6
sim-002775,11,policy,lenient_judge,neutral,label,apply a strict priority-tier policy; case 0,candidate near a protected tier boundary; overlap 2; frame 1,0.25613412809465136,0.5702866853524854,0.06685888403353113,0,1,1,0
sim-002776,11,policy,policy_brittle_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 1,candidate near a protected tier boundary; overlap 4; frame 2,0.49377883249356413,0.5020174080895419,0.1471097529887105,0,1,1,0
sim-002777,11,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 2,contextual passage using an alternate sense; overlap 7; frame 3,0.7178355721205151,0.7085497001748695,0.5356999671084216,0,0,0,3
sim-002778,11,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 3,candidate near a protected tier boundary; overlap 4; frame 4,0.4492300529151538,0.5957490242353917,0.06308354222449061,1,0,1,0
sim-002779,11,policy,cautious_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 4,candidate near a protected tier boundary; overlap 6; frame 5,0.6488987908092163,0.5150428186310493,0.052845527894044834,1,0,1,0
sim-002780,11,routine,lenient_judge,neutral,independent_first,find a routine service option; case 5,standard service details and operating hours; overlap 5; frame 6,0.5010381888463651,0.3470373357991473,0.7284589559251515,1,1,0,4
sim-002781,11,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 6,descriptive definition with applied examples; overlap 2; frame 7,0.23708417643441743,0.42411511074176184,0.33968167754341383,0,1,1,2
sim-002782,11,definition,policy_brittle_judge,accessibility_focused,explanation,define the requested technical term; case 7,descriptive definition with applied examples; overlap 8; frame 8,0.8979594156556392,0.37440939824983255,0.6308322891532346,1,1,0,2
sim-002783,11,definition,cautious_judge,accessibility_focused,explanation,define the requested technical term; case 8,descriptive definition with applied examples; overlap 7; frame 9,0.7999753853035605,0.3026757209334663,0.8793286353936137,1,1,0,2
sim-002784,11,ambiguous,lenient_judge,accessibility_focused,explanation,interpret a multi-meaning information need; case 9,contextual passage using an alternate sense; overlap 1; frame 10,0.14224774290356504,0.8784245302441884,0.8631227822869854,0,0,0,3
sim-002785,11,ambiguous,lenient_judge,neutral,label,interpret a multi-meaning information need; case 10,contextual passage using an alternate sense; overlap 2; frame 11,0.2979402558192299,0.9215556878815404,0.5463510470423806,0,0,0,3
sim-002786,11,ambiguous,cautious_judge,neutral,independent_first,interpret a multi-meaning information need; case 11,contextual passage using an alternate sense; overlap 1; frame 12,0.18481350825155685,0.8120656906192674,0.7297145519377622,0,1,1,3
sim-002787,11,ambiguous,cautious_judge,neutral,explanation,interpret a multi-meaning information need; case 12,contextual passage using an alternate sense; overlap 6; frame 13,0.6029893724649131,0.7820186273886025,0.3653000116881364,0,0,0,3
sim-002788,11,policy,lenient_judge,neutral,independent_first,apply a strict priority-tier policy; case 13,candidate near a protected tier boundary; overlap 4; frame 14,0.4055765495692113,0.6757453340379542,0.4486408343656831,0,1,1,6
sim-002789,11,definition,lenient_judge,accessibility_focused,independent_first,define the requested technical term; case 14,descriptive definition with applied examples; overlap 1; frame 15,0.12253680417726719,0.42861740287201927,0.9509469624479405,0,0,0,7
sim-002790,11,definition,cautious_judge,accessibility_focused,label,define the requested technical term; case 15,descriptive definition with applied examples; overlap 6; frame 16,0.6006553435470389,0.4848149283761375,0.5639559707701245,1,1,0,7
sim-002791,11,ambiguous,lenient_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 16,contextual passage using an alternate sense; overlap 6; frame 17,0.6666603413898491,0.5538711263822151,0.5401445595262485,0,0,0,3
sim-002792,11,definition,cautious_judge,accessibility_focused,independent_first,define the requested technical term; case 17,descriptive definition with applied examples; overlap 6; frame 18,0.6191523981427004,0.21142173489433055,0.7493554315906054,0,1,1,7
sim-002793,11,definition,lenient_judge,neutral,independent_first,define the requested technical term; case 18,descriptive definition with applied examples; overlap 6; frame 0,0.6287608000510713,0.47256892219178276,0.7783390841584664,1,1,0,7
sim-002794,11,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 19,candidate near a protected tier boundary; overlap 4; frame 1,0.4962472208389215,0.5437876125982684,0.5374251761174457,1,1,0,6
sim-002795,11,policy,policy_brittle_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 20,candidate near a protected tier boundary; overlap 4; frame 2,0.477205589525379,0.6309463125940968,0.36159042680589315,1,0,1,6
sim-002796,11,policy,policy_brittle_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 21,candidate near a protected tier boundary; overlap 3; frame 3,0.31708744181726206,0.6180511766551541,0.6172960576269697,0,0,0,6
sim-002797,11,policy,lenient_judge,accessibility_focused,label,apply a strict priority-tier policy; case 22,candidate near a protected tier boundary; overlap 7; frame 4,0.7184063583252622,0.575641854849583,0.25413106840449673,1,0,1,6
sim-002798,11,routine,cautious_judge,neutral,independent_first,find a routine service option; case 23,standard service details and operating hours; overlap 6; frame 5,0.614494537551615,0.13013591698845,0.42946605736429955,0,0,0,5
sim-002799,11,routine,cautious_judge,neutral,explanation,find a routine service option; case 24,standard service details and operating hours; overlap 8; frame 6,0.8780641680571325,0.24519575125336612,0.4950996561127216,1,1,0,5
sim-002800,11,definition,lenient_judge,neutral,label,define the requested technical term; case 25,descriptive definition with applied examples; overlap 5; frame 7,0.5883704450182308,0.4504156146718146,0.7785584293296389,1,1,0,7
sim-002801,11,policy,cautious_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 26,candidate near a protected tier boundary; overlap 6; frame 8,0.6820693409311551,0.7143113000490037,0.3592883393894972,0,0,0,6
sim-002802,11,ambiguous,lenient_judge,neutral,explanation,interpret a multi-meaning information need; case 27,contextual passage using an alternate sense; overlap 6; frame 9,0.603145491507489,0.7411663182347784,0.6391723807276561,0,0,0,3
sim-002803,11,ambiguous,lenient_judge,accessibility_focused,label,interpret a multi-meaning information need; case 28,contextual passage using an alternate sense; overlap 6; frame 10,0.6520003085247998,0.7826252569830513,0.3528999286700242,0,0,0,3
sim-002804,11,routine,cautious_judge,neutral,label,find a routine service option; case 29,standard service details and operating hours; overlap 7; frame 11,0.7240582487959971,0.1836287735870168,0.8406416540460652,0,0,0,5
sim-002805,11,policy,cautious_judge,accessibility_focused,label,apply a strict priority-tier policy; case 30,candidate near a protected tier boundary; overlap 3; frame 12,0.3612834578146458,0.4167861474865263,0.22562392047494598,1,0,1,6
sim-002806,11,routine,policy_brittle_judge,accessibility_focused,label,find a routine service option; case 31,standard service details and operating hours; overlap 4; frame 13,0.4074369261808338,0.3402050081327854,0.5779952408728684,0,0,0,5
sim-002807,11,policy,cautious_judge,efficiency_focused,label,apply a strict priority-tier policy; case 32,candidate near a protected tier boundary; overlap 2; frame 14,0.23515456403438398,0.4443419973898013,0.0863375674996949,0,1,1,6
sim-002808,11,policy,policy_brittle_judge,efficiency_focused,independent_first,apply a strict priority-tier policy; case 33,candidate near a protected tier boundary; overlap 6; frame 15,0.6883959053764025,0.5412777389378852,0.5602639363220232,0,1,1,6
sim-002809,11,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 34,contextual passage using an alternate sense; overlap 3; frame 16,0.31640176330531444,0.8779840265178617,0.6678404372192239,1,1,0,3
sim-002810,11,policy,cautious_judge,accessibility_focused,label,apply a strict priority-tier policy; case 35,candidate near a protected tier boundary; overlap 9; frame 17,0.9623920587167456,0.5528799727709471,0.10070200563547152,1,0,1,6
sim-002811,11,routine,cautious_judge,efficiency_focused,independent_first,find a routine service option; case 36,standard service details and operating hours; overlap 4; frame 18,0.4217558730792486,0.21540223349376034,0.7490663272332039,0,0,0,5
sim-002812,11,routine,cautious_judge,neutral,independent_first,find a routine service option; case 0,standard service details and operating hours; overlap 5; frame 0,0.5874917980032568,0.2419217364794488,0.5954196816728025,1,1,0,4
sim-002813,11,definition,cautious_judge,accessibility_focused,label,define the requested technical term; case 1,descriptive definition with applied examples; overlap 6; frame 1,0.6408587345617954,0.2773901619210922,0.770989444932943,1,1,0,2
sim-002814,11,definition,lenient_judge,accessibility_focused,explanation,define the requested technical term; case 2,descriptive definition with applied examples; overlap 8; frame 2,0.8042381091622313,0.4364579459677123,0.7552122972232511,0,0,0,2
sim-002815,11,definition,policy_brittle_judge,neutral,label,define the requested technical term; case 3,descriptive definition with applied examples; overlap 3; frame 3,0.3109485187671816,0.3570105927135259,0.7800665996421579,1,0,1,2
sim-002816,11,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 4,descriptive definition with applied examples; overlap 6; frame 4,0.6412752908506082,0.44346399960103755,0.5009000799702114,0,1,1,2
sim-002817,11,policy,cautious_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 5,candidate near a protected tier boundary; overlap 6; frame 5,0.6503530415940937,0.6307619333271944,0.13778481045022736,1,1,0,0
sim-002818,11,ambiguous,cautious_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 6,contextual passage using an alternate sense; overlap 3; frame 6,0.34218940468661657,0.8441682993421049,0.7735062894801031,0,1,1,3
sim-002819,11,policy,cautious_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 7,candidate near a protected tier boundary; overlap 6; frame 7,0.6137880478442149,0.5017006202532744,0.21873123909310235,0,1,1,0
sim-002820,11,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 8,descriptive definition with applied examples; overlap 2; frame 8,0.29949777974536873,0.33809290825249305,0.6504434404935079,0,1,1,2
sim-002821,11,routine,lenient_judge,accessibility_focused,explanation,find a routine service option; case 9,standard service details and operating hours; overlap 4; frame 9,0.455198510326009,0.05074179028958542,0.7601847856249556,1,1,0,4
sim-002822,11,ambiguous,policy_brittle_judge,efficiency_focused,label,interpret a multi-meaning information need; case 10,contextual passage using an alternate sense; overlap 5; frame 10,0.5827882145354087,0.7190725034997697,0.863056046717933,0,1,1,3
sim-002823,11,policy,policy_brittle_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 11,candidate near a protected tier boundary; overlap 8; frame 11,0.8724644802827435,0.5752907153926102,0.31690157279766823,1,0,1,6
sim-002824,11,definition,policy_brittle_judge,efficiency_focused,label,define the requested technical term; case 12,descriptive definition with applied examples; overlap 6; frame 12,0.6686346560638345,0.32065854794364246,0.29501240258380823,0,1,1,7
sim-002825,11,ambiguous,cautious_judge,efficiency_focused,label,interpret a multi-meaning information need; case 13,contextual passage using an alternate sense; overlap 1; frame 13,0.1220887129419014,0.9958888179022298,0.3680157939960525,0,1,1,3
sim-002826,11,definition,cautious_judge,neutral,independent_first,define the requested technical term; case 14,descriptive definition with applied examples; overlap 8; frame 14,0.8362350158942544,0.6685236966655606,0.4549936993605549,0,0,0,7
sim-002827,11,ambiguous,cautious_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 15,contextual passage using an alternate sense; overlap 8; frame 15,0.8269692582958197,0.8886566231749383,0.6014859287968213,0,0,0,3
sim-002828,11,routine,cautious_judge,neutral,label,find a routine service option; case 16,standard service details and operating hours; overlap 3; frame 16,0.37284718114451165,0.13664452214669048,0.7909549671177512,0,0,0,5
sim-002829,11,policy,policy_brittle_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 17,candidate near a protected tier boundary; overlap 6; frame 17,0.6808014326042591,0.4543347605998357,0.23400139158976357,1,1,0,6
sim-002830,11,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 18,candidate near a protected tier boundary; overlap 5; frame 18,0.502702872603874,0.7158365655932707,0.13505762585703995,1,0,1,6
sim-002831,11,definition,lenient_judge,efficiency_focused,label,define the requested technical term; case 19,descriptive definition with applied examples; overlap 3; frame 0,0.3757717482839197,0.7724587090619457,0.9264011643566865,0,1,1,7
sim-002832,11,policy,lenient_judge,neutral,independent_first,apply a strict priority-tier policy; case 20,candidate near a protected tier boundary; overlap 1; frame 1,0.19709955986194774,0.7593644813168328,0.30678832144597895,1,1,0,6
sim-002833,11,policy,lenient_judge,neutral,label,apply a strict priority-tier policy; case 21,candidate near a protected tier boundary; overlap 3; frame 2,0.3624677937398404,0.5652064105007835,0.14460318957593432,0,1,1,6
sim-002834,11,policy,policy_brittle_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 22,candidate near a protected tier boundary; overlap 5; frame 3,0.5318699977079894,0.7161213631345034,0.040200393256096034,1,0,1,6
sim-002835,11,ambiguous,cautious_judge,neutral,independent_first,interpret a multi-meaning information need; case 23,contextual passage using an alternate sense; overlap 2; frame 4,0.24206075703473237,0.8714501881951103,0.5326731193176175,0,1,1,3
sim-002836,11,definition,cautious_judge,neutral,explanation,define the requested technical term; case 24,descriptive definition with applied examples; overlap 4; frame 5,0.4246457963821833,0.5259502282016902,0.24454927638826754,0,0,0,7
sim-002837,11,ambiguous,policy_brittle_judge,efficiency_focused,independent_first,interpret a multi-meaning information need; case 25,contextual passage using an alternate sense; overlap 6; frame 6,0.6535549824474338,0.6372146263294448,0.7394691176277248,1,1,0,3
sim-002838,11,routine,lenient_judge,accessibility_focused,explanation,find a routine service option; case 26,standard service details and operating hours; overlap 2; frame 7,0.24576987716355578,0.12688229943523346,0.31523548129425955,1,1,0,5
sim-002839,11,routine,lenient_judge,efficiency_focused,label,find a routine service option; case 27,standard service details and operating hours; overlap 8; frame 8,0.8740592120670577,0.1770980056453384,0.35865548315384554,1,1,0,5
sim-002840,11,routine,cautious_judge,efficiency_focused,independent_first,find a routine service option; case 28,standard service details and operating hours; overlap 4; frame 9,0.4847101248146381,0.0,0.5170370377822423,0,0,0,5
sim-002841,11,definition,cautious_judge,neutral,label,define the requested technical term; case 29,descriptive definition with applied examples; overlap 1; frame 10,0.19267826992321405,0.39697991941586525,0.9471836047125703,1,1,0,7
sim-002842,11,routine,cautious_judge,accessibility_focused,label,find a routine service option; case 30,standard service details and operating hours; overlap 4; frame 11,0.44466289037610146,0.022301207443500864,0.7410659801885943,1,1,0,5
sim-002843,11,policy,cautious_judge,neutral,explanation,apply a strict priority-tier policy; case 31,candidate near a protected tier boundary; overlap 0; frame 12,0.09943713326036714,0.6686168473770167,0.10510408476873145,0,1,1,6
sim-002844,11,routine,lenient_judge,neutral,label,find a routine service option; case 32,standard service details and operating hours; overlap 2; frame 13,0.2705940784218957,0.0,0.5664263630368115,0,0,0,5
sim-002845,11,policy,lenient_judge,efficiency_focused,label,apply a strict priority-tier policy; case 33,candidate near a protected tier boundary; overlap 8; frame 14,0.860671704895359,0.6443067209495822,0.28210736174426554,0,1,1,6
sim-002846,11,ambiguous,lenient_judge,efficiency_focused,explanation,interpret a multi-meaning information need; case 34,contextual passage using an alternate sense; overlap 8; frame 15,0.8361008936152793,0.7555447337874146,0.770692934502998,1,1,0,3
sim-002847,11,ambiguous,lenient_judge,accessibility_focused,explanation,interpret a multi-meaning information need; case 35,contextual passage using an alternate sense; overlap 7; frame 16,0.7735977550967118,0.9095148876125245,0.6630428293293607,1,1,0,3
sim-002848,11,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 36,candidate near a protected tier boundary; overlap 5; frame 17,0.5724869778327347,0.5596523871234125,0.1880862467427331,1,0,1,6
sim-002849,11,routine,lenient_judge,accessibility_focused,independent_first,find a routine service option; case 0,standard service details and operating hours; overlap 7; frame 18,0.7897648207277707,0.34383471536341503,0.6198672677467407,0,0,0,4
sim-002850,11,definition,cautious_judge,neutral,explanation,define the requested technical term; case 1,descriptive definition with applied examples; overlap 6; frame 0,0.6304794848120406,0.23236015963092843,0.4037210286684947,0,0,0,2
sim-002851,11,policy,policy_brittle_judge,efficiency_focused,label,apply a strict priority-tier policy; case 2,candidate near a protected tier boundary; overlap 8; frame 1,0.8539637723641164,0.4844587107082544,0.07366008150850502,1,0,1,0
sim-002852,11,policy,cautious_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 3,candidate near a protected tier boundary; overlap 3; frame 2,0.3564522543911456,0.7100199521783471,0.5482825472100344,1,0,1,0
sim-002853,11,routine,policy_brittle_judge,efficiency_focused,explanation,find a routine service option; case 4,standard service details and operating hours; overlap 5; frame 3,0.5426018034410112,0.0,0.3389809622698466,0,0,0,4
sim-002854,11,routine,cautious_judge,accessibility_focused,label,find a routine service option; case 5,standard service details and operating hours; overlap 6; frame 4,0.6388470833456943,0.1503275935757775,0.9180086876830371,0,0,0,4
sim-002855,11,definition,policy_brittle_judge,efficiency_focused,independent_first,define the requested technical term; case 6,descriptive definition with applied examples; overlap 4; frame 5,0.4007864310774723,0.577796776631208,0.7643558598918375,0,0,0,2
sim-002856,11,ambiguous,cautious_judge,neutral,independent_first,interpret a multi-meaning information need; case 7,contextual passage using an alternate sense; overlap 3; frame 6,0.303818540394805,0.8018550555318401,0.8129398932404178,0,0,0,3
sim-002857,11,routine,lenient_judge,accessibility_focused,label,find a routine service option; case 8,standard service details and operating hours; overlap 2; frame 7,0.24025936910610643,0.2746626485005522,0.524865831743393,0,0,0,4
sim-002858,11,routine,cautious_judge,accessibility_focused,label,find a routine service option; case 9,standard service details and operating hours; overlap 4; frame 8,0.4048757297111221,0.0,0.8494229147157778,1,1,0,4
sim-002859,11,ambiguous,lenient_judge,efficiency_focused,label,interpret a multi-meaning information need; case 10,contextual passage using an alternate sense; overlap 0; frame 9,0.09552271464735822,0.6740827841910219,0.5050464570846985,0,0,0,3
sim-002860,11,definition,cautious_judge,neutral,explanation,define the requested technical term; case 11,descriptive definition with applied examples; overlap 7; frame 10,0.7340707477388608,0.5742987066379431,0.7219738336448569,0,1,1,7
sim-002861,11,definition,cautious_judge,efficiency_focused,label,define the requested technical term; case 12,descriptive definition with applied examples; overlap 9; frame 11,0.9129080167992635,0.09995201645815732,0.8577497506538797,1,1,0,7
sim-002862,11,definition,cautious_judge,neutral,label,define the requested technical term; case 13,descriptive definition with applied examples; overlap 7; frame 12,0.7033905078656274,0.15496038692692632,0.8365428050910495,0,0,0,7
sim-002863,11,routine,cautious_judge,efficiency_focused,label,find a routine service option; case 14,standard service details and operating hours; overlap 7; frame 13,0.7011638093820152,0.3284767640105813,0.8597395464548437,1,1,0,5
sim-002864,11,routine,cautious_judge,efficiency_focused,independent_first,find a routine service option; case 15,standard service details and operating hours; overlap 5; frame 14,0.5611782747992405,0.31994718725237076,0.8221927822578041,1,0,1,1
sim-002865,11,routine,policy_brittle_judge,efficiency_focused,label,find a routine service option; case 16,standard service details and operating hours; overlap 6; frame 15,0.6478010141640232,0.0,0.5539675051323198,1,1,0,1
sim-002866,11,policy,policy_brittle_judge,neutral,label,apply a strict priority-tier policy; case 17,candidate near a protected tier boundary; overlap 5; frame 16,0.595073823437101,0.6036778371878287,0.13639562349532183,0,1,1,6
sim-002867,11,ambiguous,policy_brittle_judge,neutral,independent_first,interpret a multi-meaning information need; case 18,contextual passage using an alternate sense; overlap 7; frame 17,0.7816752337512233,0.887630276886921,0.7916404763716467,1,1,0,3
sim-002868,11,definition,policy_brittle_judge,neutral,label,define the requested technical term; case 19,descriptive definition with applied examples; overlap 5; frame 18,0.5122564344534767,0.4095580381858793,0.6069197231479528,1,1,0,7
sim-002869,11,definition,lenient_judge,accessibility_focused,independent_first,define the requested technical term; case 20,descriptive definition with applied examples; overlap 7; frame 0,0.7927478258805232,0.33391251196448823,0.5674937399368145,1,1,0,7
sim-002870,11,routine,lenient_judge,accessibility_focused,label,find a routine service option; case 21,standard service details and operating hours; overlap 7; frame 1,0.7495623618868631,0.0641163671234689,0.6772124370284232,0,0,0,5
sim-002871,11,routine,cautious_judge,neutral,explanation,find a routine service option; case 22,standard service details and operating hours; overlap 7; frame 2,0.7323430920911208,0.13312642269153283,0.8193016591768169,1,1,0,5
sim-002872,11,definition,policy_brittle_judge,accessibility_focused,explanation,define the requested technical term; case 23,descriptive definition with applied examples; overlap 3; frame 3,0.34643215215077194,0.49930873959267064,0.7950989244847043,1,1,0,7
sim-002873,11,ambiguous,cautious_judge,accessibility_focused,independent_first,interpret a multi-meaning information need; case 24,contextual passage using an alternate sense; overlap 5; frame 4,0.5695811551324023,0.7016425337440384,0.8530247084259595,0,1,1,3
sim-002874,11,routine,cautious_judge,neutral,independent_first,find a routine service option; case 25,standard service details and operating hours; overlap 7; frame 5,0.7523069090895498,0.21734482974261177,0.8147798104300282,1,1,0,5
sim-002875,11,policy,cautious_judge,neutral,explanation,apply a strict priority-tier policy; case 26,candidate near a protected tier boundary; overlap 9; frame 6,0.9526368564214946,0.4397913440698922,0.26487865634993313,1,1,0,6
sim-002876,11,routine,policy_brittle_judge,efficiency_focused,independent_first,find a routine service option; case 27,standard service details and operating hours; overlap 7; frame 7,0.7366285709127138,0.23407069527760976,0.5097369592648133,0,0,0,5
sim-002877,11,ambiguous,cautious_judge,efficiency_focused,label,interpret a multi-meaning information need; case 28,contextual passage using an alternate sense; overlap 4; frame 8,0.4488924153706863,1.0,0.6193082738581809,1,1,0,3
sim-002878,11,ambiguous,cautious_judge,neutral,label,interpret a multi-meaning information need; case 29,contextual passage using an alternate sense; overlap 2; frame 9,0.24412568125496747,0.7265224285732376,0.8870156256181171,1,1,0,3
sim-002879,11,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 30,descriptive definition with applied examples; overlap 4; frame 10,0.43658453910887113,0.2741251751184327,0.892520590539827,0,1,1,7
sim-002880,11,policy,policy_brittle_judge,accessibility_focused,independent_first,apply a strict priority-tier policy; case 31,candidate near a protected tier boundary; overlap 4; frame 11,0.4611876202791414,0.5337796107619808,0.18319123558580622,1,1,0,6
sim-002881,11,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 32,candidate near a protected tier boundary; overlap 7; frame 12,0.7315132707041151,0.5188241261938168,0.3183526372964678,1,1,0,6
sim-002882,11,routine,policy_brittle_judge,efficiency_focused,label,find a routine service option; case 33,standard service details and operating hours; overlap 1; frame 13,0.16466976828041832,0.24116208217377638,0.7502240743552904,1,1,0,5
sim-002883,11,policy,cautious_judge,accessibility_focused,explanation,apply a strict priority-tier policy; case 34,candidate near a protected tier boundary; overlap 9; frame 14,0.9347598457563607,0.5975352431534564,0.18758469171552308,0,1,1,6
sim-002884,11,routine,policy_brittle_judge,neutral,explanation,find a routine service option; case 35,standard service details and operating hours; overlap 2; frame 15,0.291142438782666,0.04188470541690763,0.36687724138785566,1,1,0,1
sim-002885,11,definition,cautious_judge,efficiency_focused,explanation,define the requested technical term; case 36,descriptive definition with applied examples; overlap 6; frame 16,0.6387049525587755,0.45399380689121643,0.8356234743138922,1,1,0,7
sim-002886,11,ambiguous,cautious_judge,accessibility_focused,explanation,interpret a multi-meaning information need; case 0,contextual passage using an alternate sense; overlap 5; frame 17,0.5158508480076753,0.9234695298779382,0.595682232239532,0,1,1,3
sim-002887,11,policy,lenient_judge,efficiency_focused,explanation,apply a strict priority-tier policy; case 1,candidate near a protected tier boundary; overlap 8; frame 18,0.882398791282383,0.26101101456010944,0.21997861429660123,0,1,1,0
